"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Estonia","EST","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","1.42","3.88","6.46","7.23","10.39","10.55","11.11","10.44","12.95","15.02","13.04","11.31","12.14","11.63","9.15","6.23","5.38","5.76","16.68","19.27","13.06","10.91","9.09","7.86","6.24","7.42","6.19","5.41","4.07","6.97","6.79","",
"Ethiopia","ETH","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","3","","","","","2.72","","","","","","1.81","","","","","","","","1.65","","","","","","","","2.93","",
"European Union","EUU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.82121259027614","6.39248337835186","7.00016638101441","9.1635205840056","9.85133873874028","9.3804129950741","9.537815187308","9.48796016526848","9.02784179294614","8.87695239685429","8.52765197071762","8.16308337646423","8.66129144975227","8.89053837569231","9.1670602210992","8.80285035994732","7.8670489520629","6.76549422394238","6.6721301665237","9.03671721053132","9.72125631508988","9.6817124013855","10.7139965262475","11.2056438583021","10.6468373392754","9.88393863734989","8.88388296051153","7.86070420788684","6.99033555140998","6.3896968240885","6.78239343070933","6.71648454107856","",
"Fragile and conflict affected situations","FCS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","3.77","2.57","2.83","3.11","2.52","1.48","2.27","4.42","7.08","8.21","6.6","4.77","5.23","5.38","5.54","5.25","5.5","5.98","5.71","4.93","3.15","","","","","","17.78","15.59","14.78","12.88","11","10.35","9.86","10.66","10.96","10.16","8.17","7.38","6.54","6.07","8.89","9.09","8.41","8.28","8.82","9.33","9.88","9.04","8.87","7.42","7.18","8.01","8.11","",
"Fiji","FJI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","4.92","","","","","","","","","","","","","","4.8","","","","","","","","4.1","3.33","","","","","","4.29","","","4.93","","3.7","","","","","","",
"France","FRA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","1.59","1.7","1.59","1.71","2.86","3","3.45","3.79","4.2","4.23","5.28","5.99","6.09","7.64","8.49","8.68","8.65","8.17","7.31","7.17","7.16","8.09","9.61","11.03","9.98","10.59","11.01","10.35","10.35","8.54","7","7.77","7.59","8.08","8.03","8.08","7.48","6.91","8.91","8.94","8.79","9.72","10.04","10.52","10.79","10.25","9.44","8.98","8.47","8.06","7.96","",
"Faroe Islands","FRO","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.84","1.76","1.38","3.39","4","5.06","4.9","2.85","3.36","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.37","","","","","","","","",
"Gabon","GAB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.09","","","","","","","","","","","","12.5","","","","","14.42","","","","","","","","","","","","",
"United Kingdom","GBR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","4.5","5","3.5","3.6","5.4","7","7.3","7","6.5","8.3","12.9","13.1","11.99","11.52","11.83","11.95","11.45","9.28","7.61","7.23","9.42","11.57","12.37","11.41","10.08","9.66","8.08","6.88","6.78","6.14","5.18","5.61","5.43","4.94","5.14","5.69","5.52","6.06","8.5","8.57","8.64","8.32","7.95","6.36","5.45","4.92","4.43","4.05","3.92","","","",
"Georgia","GEO","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.27","15.32","11.1","11.63","14.01","11.48","13.4","14.8","15.23","13.93","18.11","22.1","22.47","21.57","20.77","22.11","19.93","18.71","19.95","15.01","13.92","12.79","13.05","","",
"Ghana","GHA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46","3.7","","","","","","7.5","9.4","10.18","","","","","","4.62","","","","4.91","","","1.97","","7.04","","3.25","","","","","",
"Gibraltar","GIB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.71","","","","","","","","","","","","","","","","","4.98","","","",
"Gambia, The","GMB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.82","","","","","","5.02","","","","",
"Guinea-Bissau","GNB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.61","","","","",
"Equatorial Guinea","GNQ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","28.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","3.28","4.79","5.8","5.98","5.64","5.04","4.29","4.06","3.73","3.49","3.86","4.51","5.45","5.44","5.71","5.41","5.7","6.73","8","7.41","7.17","6.76","6.23","6.64","6.23","5.55","5.18","5.09","6.89","10.01","15.19","21.78","24.64","23.73","21.74","19.86","17.73","15.3","13.7","13.19","11.29","",
"Grenada","GRD","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.73","","","18.46","","9.98","","10.57","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.13","11.86","13.36","10.55","11.98","11.26","9.76","11.86","11.99","10.42","10.01","","","","7.8","9.2","9.6","10.1","10.3","8.9","","","","","","","",
"Guatemala","GTM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","2.17","2.29","","","","","1.83","","1.55","","","","","","","","","","","","","","2.46","2.75","","1.54","","","","3.3","2.86","2.37","2.67","2.36","1.99","2.12","1.93","2.01","1.82","","","",
"Guam","GUM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","6.99","7.82","","","","8.4","7.9","9.4","9.34","","","5.67","","","","","","3.94","","","","","","","","","","12.83","","7.6","6.4","7.2","7.1","","8.8","7.3","11.2","11.9","","","","","","","","","","",
"Guyana","GUY","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.47","","","","","10.4","","","","","","","","","","10.29","","","","","","","","","","","","","","","","12.34","12.45","","","",
"High income","HIC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.20920410945453","6.06682069928504","6.69639701326248","7.39578986930913","7.30456732159372","6.85914370066132","6.94831916242857","6.68596205051938","6.63150183178134","6.51588609627442","6.10740136661246","6.22600637032973","6.84313586488729","7.0090605143473","6.78342871639499","6.3915935227314","5.89433468076103","5.38272355996141","5.73164481652387","8.24400266389292","8.41922521502961","8.07277398436705","7.87023919710578","7.80890081230615","7.08803550038138","6.53422192487804","5.91798939002497","5.40571176172696","4.89121034214362","4.57972447222962","6.29333368859796","5.46999573431792","",
"Hong Kong SAR, China","HKG","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","9.21","5.4","4.4","1.4","2.04","2.29","1.55","1.83","2.11","1.85","3.49","2.99","1.71","1.35","1.08","1.32","1.94","2","1.97","2.02","3.39","3.12","2.31","4.96","6.7","5.56","5.97","8.35","9.17","7.69","6.54","5.63","4.53","4.05","6.07","5.06","3.99","3.77","3.8","3.57","3.44","3.69","3.38","3.18","3.54","6.88","6.14","",
"Honduras","HND","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","7.6","","","","","","","","8.6","","","","13.01","12.24","","","4.31","4.28","3.12","","","3.17","4.35","3.32","3.84","3.98","","3.96","3.63","4.65","4.79","4.07","3.13","2.63","2.77","2.74","3.37","3.45","3.01","4.56","5.68","4.41","5.3","4.04","4.6","4.19","8.4","","",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.12","","","","","9.33","9.35","","","15.02","14.11","13.18","12.52","12.33","11.56","9.81","8.75","7.04","7.92","11.04","13.64","15.89","17.67","16.45","15.55","12.51","10.61","7.64","6.15","7.45","7.26","",
"Haiti","HTI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","11.2","","","","","","","11.22","","","","","","","","","6.2","","","","","","","","14.9","","","","","11.5","","","","","","","","","","",
"Hungary","HUN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","9.2","10.97","13.53","12.06","11.31","10.8","9.87","9.59","7.5","7.19","6.32","6.05","6.13","5.81","6.99","7.14","7.13","7.66","10.28","11.61","11.07","11.34","10.21","7.57","6.62","5.12","3.81","3.48","3.36","4.06","3.88","",
"IBRD only","IBD","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.80107050304926","","","","","","","6.39475034468963","","6.87645574908083","",
"IDA & IBRD total","IBT","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.34487645303209","","3.4255364778612","2.83779752977742","3.34054142986776","","","","6.22961419075945","","","",
"Indonesia","IDN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","1.9","1.37","2.89","","1.37","","2.57","","","2.15","2.61","2.63","2.76","","2.46","2.39","2.59","2.63","3.88","","4.22","4.09","5.04","6.03","5.68","5.3","5.89","5.71","6.24","6.78","6.59","6.95","6.66","5.74","5.13","4.9","4.27","4.38","4.15","4.57","4.57","3.97","4.52","3.75","4.57","4.27","3.66",
"IDA only","IDX","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","4.3","3.4","2.6","3.1","4.7","6.3","8","8.3","8.8","8.4","6.2","3.6","2.3","2.6","4.71","5.4","","","","4.29","","","1","0.8","1.72","0.7","1","1.3","1.8","2.8","1.7","1.8","","","3.77","","3.36","2.59","","3.03","","","","","","",
"India","IND","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.87","","","","","","2.85","","","","","8.6","","","","","2.88","","3.05","","","","","","7.63","6.65","8.24","6.73","4.91",
"Not classified","INX","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","14.26","15.98","17.33","17.34","17.59","16.97","15.89","13.62","15.34","14.87","15.43","14.46","11.92","11.66","10.22","7.94","5.93","4.35","3.78","4.55","4.82","4.96","4.59","4.56","5.02","7.6","15.08","17.07","17.7","17.68","14.83","12.67","10.73","9.02","7.07","5.78","5.17","5.6","6.24","",
"Iran, Islamic Rep.","IRN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","","","","","9.5","","","","","8.5","","","","","","11.2","","9.8","10.31","10.25","9.48","9.27","10.99","12.1","10.72","10.58","8.75","8.91","9.39","10.68","10.33","10.51","9.1","8.47","7.97","",
"Iraq","IRQ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86","","","","","7.19","","8.44","","8.49","10.26","","","","14.28","",
"Iceland","ISL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.45","3.73","3.64","2.43","1.64","1.32","1.56","3.29","4.02","5.15","2.6","2.64","2.24","3.25","8.56","8.31","7.77","6.31","5.65","5","3.91","2.92","2.76","2.85","3.84","5.64","5.74","",
"Israel","ISR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","2.38","2.4","","2.9","","2.72","2.27","3.87","4.14","4.16","3.77","4.91","5.91","","","","","11.01","11.34","11.97","11.25","8.18","7.33","7.53","8.88","10.39","10.9","11.05","11.65","13.01","13.25","12.41","11.1","10.42","9.01","7.57","9.84","8.94","7.3","6.66","6.1","5.77","5.06","4.6","4.05","3.95","3.63","4.35","4.89","",
"Italy","ITA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","3.74","3.78","4.56","4.18","3.6","3.78","4.22","4.57","4.7","4.88","4.76","","6.05","5.59","6.35","6.3","7.03","7.46","7.35","7.35","6.39","6.79","6.72","7.6","8.65","9.06","9.27","9.35","9.43","8.83","8.32","7.4","7.02","6.87","6.27","6.17","5.42","4.88","5.5","6.72","7.5","7.52","9.8","11.48","11.86","11.32","10.89","10.34","9.75","9.09","8.4","8.66","",
"Jamaica","JAM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","11.21","12.93","","13.71","","18.44","13.8","15.62","","","18.68","","","13.17","","9.31","9.51","9.49","10.87","9.59","10.83","9.97","10.42","10.02","10.01","10.17","10.23","9.85","8.08","8.14","7.64","7.01","6.09","4.93","5.9","5.95","6.28","6.67","7.4","6.98","9.9","6.37","5.48","4.24","3.83","5.73","6.69","",
"Jordan","JOR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","4.8","","","12.4","13.6","","","","","","18.1","","12.1","12","","","","12.3","13.7","14","13.4","","12.8","11.9","10.3","10.1","10.3","10.4","11","10.4","10.6","10.1","10.98","13.32","15.77","17","15.44","17.94","18.55","",
"Japan","JPN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","1.6","1.4","1.2","1.2","1.1","1.1","1.3","1.2","1.2","1.2","1.2","1.3","1.5","1.3","1.4","2","2.2","2.1","2.4","2.2","2","2.3","2.4","2.7","2.7","2.6","2.7","2.8","2.5","2.2","2.03","1.95","2.1","2.44","2.84","3.08","3.36","3.38","4.15","4.82","4.91","5.22","5.57","5.5","4.96","4.61","4.38","3.97","4.11","5.27","5.46","4.84","4.58","4.3","3.75","3.61","3.36","2.96","2.65","2.5","3.03","3.05","2.8",
"Kazakhstan","KAZ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.88","7.53","7.22","7.03","","","","5.33","5.59","4.93","4.6","4.13","4.57","","","","4.4","","","4.43","","",
"Kenya","KEN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","9.81","9.81","","","9.9","","","","","","","2.58","","","4.78","","","",
"Kyrgyz Republic","KGZ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.22","","7.97","7.41","7.71","","7.34","7.41","5.74","5.32","4.33","4.13","3.53","3.07","3.04","2.68","3.52","4.08","4.37","3.95","",
"Cambodia","KHM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.74","0.64","","0.05","2.39","1.77","","0.89","7.7","","","1.32","0.79","0.6","0.75","0.68","1.41","0.36","0.69","0.33","0.59","0.11","","0.48","","","",
"Kiribati","KIR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.25","","","","","27.63","","","","","11.87","","","","8.48","9.9","","",
"St. Kitts and Nevis","KNA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","8.25","","","","","","","","","","","5.36","","","","","","","","","","5.86","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","5.41","5.29","5.45","5.05","4.98","5.05","4.89","4.6","3.73","4.65","6.2","5.74","5.49","5.21","4.77","4.99","4.92","3.92","3.02","3.06","2.91","2.69","2.76","3.29","2.84","2.32","2.36","2.82","7.83","7.19","4.64","4.19","3.44","3.57","3.66","3.76","3.64","3.45","3.36","3.84","3.67","3.24","2.99","2.96","3.17","3.59","3.73","3.78","3.92","3.87","3.89","3.56","2.72",
"Kuwait","KWT","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","1.16","","","","","1.69","","","","","","","","","","","","","","","","","2","0.8","1","1.1","1.04","1.41","","","","1.9","1.2","0.94","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.17837079684191","5.34954981264284","","6.94168471222374","7.10347679562289","6.72389862418219","7.28645092015831","8.05026606804995","","7.52228548448651","7.82582221753273","7.25079413510193","6.54253153368094","6.44645706009981","5.57108606098372","5.6183149986254","5.25445865156407","6.23984738872736","","5.25745132254741","5.33249960254703","5.21230078943995","5.1149375483571","5.54135056484118","6.66779838826475","6.95870495387562","6.83674157849699","6.91828378245459","9.1875492857084","7.88009381462715","6.28503744486289",
"Lao PDR","LAO","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","","","","","","","","","","1.35","","","","","0.76","","","","","","","3.74","","","","","",
"Lebanon","LBN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.34","","","8.6","","5.02","","","","","","","","","","9.91","","","",
"Liberia","LBR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24","","","","2.36","","3.79","6.24","","","","","",
"Libya","LBY","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.88","","","","","","","","","","",
"St. Lucia","LCA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","12.41","11.82","13.82","17.71","17.97","16","12.64","","17.29","17.16","17.48","15","12.4","10","11.04","14.39","","17.61","17.09","20.66","","","","17.12","17.6","13.84","18.64","17.7","14.18",
"Latin America & Caribbean","LCN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.34875601074655","5.50728583394017","","7.08682804969137","7.33305998970034","6.80128088743256","7.33248341165282","8.17016515153318","","7.77265545544508","8.3047966390552","7.73991060829757","6.67543860570869","6.72267618319795","5.82514449074847","5.77472679516792","5.40101171139239","6.39632147803051","","5.4058744697442","5.41707977590146","5.20976891484918","5.1437588949701","5.58458035506417","6.56252012603822","6.81575490556162","6.82293895469757","6.89977650968248","9.1781292495245","7.92833099990263","",
"Least developed countries: UN classification","LDC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.68","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.75","","","","","","6.65","5.87","6.2","6.6","5.92","6.11","5.55","4.68","4.32","3.63","4.32","3.42","2.66","2.76","3.05","3.08","2.94","2.84","2.79","2.95","3.26","3.92","","",
"Lower middle income","LMC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.34791631782552","","","","","7.68606252773134","","","","","3.41595803780728","","3.86781901699566","","","","","","6.56898650384186","6.09830221655391","7.10272658892674","6.49512820452089","",
"Low & middle income","LMY","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","","","","","","","","","","","28.9","","21.46","","","","","","","","","32.54","","","","","","","","","","","15.11","","","",
"Late-demographic dividend","LTE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.31","15.38","14.65","18.21","19.51","13.22","12.55","10.32","8.12","5.95","4.17","6.02","17.08","21.19","17.91","15.2","13.06","12.18","10.1","9.1","8.5","6.89","7.02","9.27","7.61","",
"Luxembourg","LUX","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","2.28","2.05","2.24","1.91","1.77","1.5","1.16","1.19","1.13","1.58","1.87","3","2.09","2.48","1.85","1.91","1.78","1.82","1.56","1.93","2.96","3.68","3.5","3.55","3.55","4.32","4.36","3.79","3.84","4.53","5.42","5.92","6.1","6.01","5.54","5.33","5.65","6.6","4.92","",
"Latvia","LVA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.09","15","15.36","14.18","14.99","15.13","14.86","12.1","11.17","10.09","7.31","6.51","8.38","20.9","22.75","18.64","16.16","12.6","11.85","11.09","10.9","9.76","8.41","7.2","9.13","8.47","",
"Macao SAR, China","MAC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49","2.1","2.2","2.4","4.1","4.7","3.7","5.6","8","8.6","8.1","7.9","7.1","5.6","4.4","3.8","3.5","3.2","4.2","3.52","2.98","2.27","2.23","1.93","1.97","2.3","2.4","2.3","2.1","2.9","","",
"St. Martin (French part)","MAF","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
