"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Estonia","EST","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","1.53","3.46","6.64","7.93","8.86","9.23","9.51","8.54","10.14","11.61","13.24","8.68","10.38","8.83","6.91","5.59","3.76","5.14","10.31","14.1","11.58","9.1","8.16","6.81","6.13","6.07","5.3","5.32","4.84","6.62","5.55","",
"Ethiopia","ETH","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","","","","","","","","3.3","","","","","5.06","","","","","","3.25","","","","","","","","2.94","","","","","","","","5.27","",
"European Union","EUU","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.227122561617","10.3716056702992","10.7634880440123","12.6960818558517","13.1988690540727","12.9206537905632","12.8369661251656","12.6495212676483","12.2543857937044","11.8049700154674","11.4996315234453","10.5485914696894","10.6948276808669","10.6323049769498","10.7756733796225","10.6423083765114","9.66761428473613","8.39042604931283","7.95366560378913","9.33940450395527","10.0155347099777","10.1513558603755","11.0534250933732","11.4631693153743","11.0256982701697","10.1832321814807","9.36694862377648","8.42768018448095","7.56292229511898","7.00957233546944","7.34558681630384","7.34168275096132","",
"Fragile and conflict affected situations","FCS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","1.6","1.04","1.54","1.67","2.38","1.85","2.02","2.93","4.97","6.08","5.72","4.95","4.81","5.17","5.31","4.97","4.6","4.58","4.36","3.95","3.12","","","","","","16.16","15.56","15.18","13.58","12.44","11.99","10.76","10.17","9.94","10.57","8.61","8.08","7.19","6.69","7.57","7.64","7.1","7.05","7.52","7.95","8.84","8.58","8.39","7.3","6.17","7.49","7.05","",
"Fiji","FJI","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","11.95","","","","","","","","","","","","","","7.84","","","","","","","","6","5.16","","","","","","4.62","","","8.51","","5.54","","","","","","",
"France","FRA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","4.55","4.61","4.52","4.78","6.08","6.81","7.45","7.55","8.99","9.93","11.11","11.62","10.46","12.09","12.63","12.27","13.47","12.79","12.59","12.16","11.61","12.83","13.4","14.49","14.05","14.49","14.42","14.1","13.9","12.19","10.51","9.8","9.13","9.88","9.84","9.67","8.59","7.91","9.36","9.65","9.71","9.97","9.78","10.01","9.88","9.85","9.37","9.06","8.35","7.95","7.75","",
"Faroe Islands","FRO","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.21","1.86","2.14","1.12","3.86","8.03","5.74","3.23","4.85","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.88","","","","","","","","",
"Gabon","GAB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.14","","","","","","","","","","","","22.37","","","","","28.52","","","","","","","","","","","","",
"United Kingdom","GBR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","1.2","1.5","1","1","1.9","3.1","3.7","3.8","3.7","4.8","6.8","7.5","9.75","10.01","10.99","10.89","10.42","8.63","7.14","6.62","7.4","7.41","7.74","7.38","6.91","6.31","5.8","5.35","5.15","4.86","4.11","4.36","4.06","4.19","4.29","4.95","4.96","5.09","6.42","6.88","7.34","7.39","7.04","5.82","5.12","4.68","4.22","3.94","3.53","","","",
"Georgia","GEO","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.72","12.16","10.5","10.65","11.01","11.54","11.78","12.66","11.65","12.59","17.59","19.08","17.56","17.4","18.37","16.18","14.48","13.92","12.55","12.74","11.23","10.15","10.21","","",
"Ghana","GHA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52","5.5","","","","","","8.7","10.7","10.73","","","","","","5.16","","","","5.83","","","2.36","","6.6","","3.48","","","","","",
"Gibraltar","GIB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.55","","","","","","","","","","","","","","","","","5.06","","","",
"Gambia, The","GMB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.38","","","","","","3.17","","","","",
"Guinea-Bissau","GNB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72","","","","",
"Equatorial Guinea","GNQ","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","19.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","5.71","8.12","11.68","12.1","11.73","11.56","8.97","9.79","9.65","9.01","9.62","11.08","12.24","11.52","12.14","13.16","12.78","15.32","18.46","17.35","16.32","15.81","15.27","16.44","15.64","13.74","12.92","11.36","13.25","16.4","21.69","28.58","31.65","30.51","29.03","28.06","26.03","24.11","21.2","19.25","18.88","",
"Grenada","GRD","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.95","","","36.98","","24.88","","21.77","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.59","8.17","9.66","7.42","10.1","7.71","7.82","8.64","8.82","8.02","6.7","","","","7.7","9.6","10.2","10.1","10.3","9.3","","","","","","","",
"Guatemala","GTM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","2.09","2.22","","","","","4.17","","3.08","","","","","","","","","","","","","","3.39","3.38","","2.47","","","","3.83","6.61","3.44","3.64","3.37","3.53","3.45","3.5","2.8","2.91","","","",
"Guam","GUM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","9.84","9.92","","","","12.1","9.8","10.8","9.11","","","7.17","","","","","","3.71","","","","","","","","","","9.7","","7.7","7.7","7.5","9.9","","9.8","9.3","15.7","10.8","","","","","","","","","","",
"Guyana","GUY","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.92","","","","","15.3","","","","","","","","","","15.26","","","","","","","","","","","","","","","","16.49","15.08","","","",
"High income","HIC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.59783557273326","7.14629322684475","7.57252963801634","8.30139655639587","8.38184892108958","8.11897681689008","8.07010543453837","7.84156345290974","7.73538751574305","7.49629623103343","7.17372818527542","6.96978546787411","7.40956024377908","7.44972317672887","7.34817158726424","7.16565097548493","6.60533368086507","6.013223008465","6.12520258954698","7.75680768085958","8.10369953156142","7.96828325468881","8.19760912065606","8.018597434592","7.48746825726608","6.8788637240523","6.41751016485452","5.85929999629657","5.3507797119794","5.03450472020393","7.08469200087616","5.93540440588546","",
"Hong Kong SAR, China","HKG","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","9.09","4.2","4.2","1.95","2.19","2.62","1.49","1.88","2.11","2.04","2.63","2.53","1.75","1.36","1.06","1.32","1.6","1.89","1.94","1.7","2.93","2.39","2.07","4.03","4.82","4.01","3.84","5.9","6.19","5.55","4.42","3.72","3.36","2.97","4.32","3.5","2.8","2.76","2.97","3.01","3.18","3.08","2.86","2.42","2.3","4.74","4.22","",
"Honduras","HND","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","8.9","","","","","","","","6","","","","10.92","10.26","","","6.12","5.54","2.93","","","3.4","4.42","3.32","4.35","3.89","","4.08","4.81","6.55","8.31","6.38","4.39","4.28","3.84","4.26","5.4","6.31","5.12","7.45","9.25","8.76","8.88","7.85","7.12","7.62","13.65","","",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.17","","","","","10.09","10.13","","","17.31","17.85","17.28","15.63","15.27","13.84","12.67","11.34","10.35","10.71","12.31","13.72","15.98","16.76","18.27","16.9","13.79","11.91","9.34","7.16","7.58","8.02","",
"Haiti","HTI","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","13.5","","","","","","","11.3","","","","","","","","","8.3","","","","","","","","19.2","","","","","17.3","","","","","","","","","","",
"Hungary","HUN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","7.6","8.72","10.39","9.37","8.69","9.03","7.86","8.09","6.22","5.79","4.88","5.08","5.39","5.86","7.43","7.91","7.73","8","9.74","10.66","10.98","10.61","10.14","7.91","7.04","5.11","4.57","3.99","3.5","4.48","4.24","",
"IBRD only","IBD","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.34165127690628","","","","","","","7.25218904648667","","7.75268490225996","",
"IDA & IBRD total","IBT","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.04968422602639","","3.55294189133513","4.27380437452265","5.45265679423704","","","","9.45362155757461","","","",
"Indonesia","IDN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","1.96","1.14","1.76","","2.24","","3.36","","","2.01","2.56","2.43","2.71","","2.68","2.98","2.97","3.03","5.14","","5.89","5.64","6.12","6.88","6.71","7.37","7.85","8.31","9.18","10.06","9.29","9.91","8.1","6.7","6.39","5.57","4.78","4.27","3.88","4.43","3.87","3.48","4.18","3.35","3.77","3.15","3.15",
"IDA only","IDX","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","2.7","2.7","1.9","2.6","4.5","5.3","5.6","6","6.7","6.6","5.1","2.8","1.6","1.3","3.26","2.7","","","","2.6","","","0.5","0.4","1.45","0.4","0.5","0.6","0.9","1.96","1.1","1","","","2.76","","1.71","1.26","","2.26","","","","","","",
"India","IND","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.72","","","","","","2.4","","","","","8.96","","","","","3.79","","3.74","","","","","","7.72","6.07","6.76","5.4","4.59",
"Not classified","INX","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","15.89","17.44","19.22","19.48","19.02","18.38","16.49","14.98","16.6","15.3","15.82","14.68","12.05","11.74","10.15","7.34","5.62","4.27","3.55","3.75","4.01","3.83","4.01","4.21","4.93","5.7","9.51","11.41","12.5","12.75","12.42","10.88","8.91","7.6","6.29","5.69","4.69","5.65","6.15","",
"Iran, Islamic Rep.","IRN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5","","","","","24.4","","","","","13.4","","","","","","22.4","","17.8","17.61","16.51","16.1","16.92","17.04","20.74","21.06","19.79","19.87","19.76","19.5","20.78","19.92","18.96","17.55","15.67","16.01","",
"Iraq","IRQ","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.44","","","","","12.42","","21.92","","22.22","30.96","","","","28.31","",
"Iceland","ISL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.91","3.45","3.82","3.8","2.79","2.63","2.24","2.65","3.97","2.75","2.49","3.06","2.27","2.58","5.68","6.74","6.21","5.66","5.08","4.79","4.05","3.05","2.72","2.54","3.11","5.29","6.34","",
"Israel","ISR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","3.15","4.39","","4.61","","4.7","3.69","5.84","6.28","5.94","5.24","6.97","7.02","","","","","14.09","16.42","17.11","14.87","12.35","10.74","9.69","10.9","11.21","11.54","11.17","12.01","12.74","13.81","13.77","11.63","11.04","9.81","7.86","9.18","7.95","6.95","6.87","6.17","5.8","5.31","4.86","4.24","3.88","3.85","3.97","4.73","",
"Italy","ITA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","9.63","9.51","10.93","11.59","9.58","10.49","11.99","12.5","12.61","13.26","13.06","","14.84","14.21","15.26","15.31","16.97","16.62","17.4","17.28","15.67","15.72","13.86","14.79","15.3","16.09","16.21","16.37","16.53","16.26","14.85","13.04","12.61","11.95","10.22","10.04","8.77","7.84","8.5","9.22","9.6","9.54","11.83","13.07","13.8","12.69","12.77","12.39","11.77","11.1","10.19","10.62","",
"Jamaica","JAM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","29.56","32.6","","35.23","","61.97","37.95","39.42","","","56.01","","","36.92","","23.08","22.82","22.81","22.4","21.73","22.51","23.04","23.41","22.09","22.82","22.28","20.93","19.56","16.34","17.28","15.8","14.46","14.28","8.86","9.11","9.76","10.25","11.21","12.57","11.65","17.86","11.37","9.71","6.95","6.36","7.43","10.3","",
"Jordan","JOR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","22.8","","","22.3","25.4","","","","","","30","","29.9","24.3","","","","21","20.5","21.9","20.8","","25.9","25","25.6","24.4","24.1","21.7","21.2","19.9","22.2","20.7","22.55","24.13","27.16","24.12","24.11","25.44","26.23","",
"Japan","JPN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","1.7","1.6","1.5","1.3","1.3","1.3","1.4","1.4","1.1","1.1","1","1.1","1.3","1.2","1.3","1.7","1.7","1.8","2","2","2","2.1","2.3","2.6","2.8","2.7","2.8","2.8","2.6","2.3","2.2","2.23","2.24","2.69","2.97","3.26","3.42","3.37","3.98","4.47","4.51","4.74","5.12","4.89","4.42","4.22","3.92","3.77","3.86","4.78","4.61","4.15","4.05","3.68","3.37","3.09","2.84","2.65","2.23","2.17","2.53","2.55","2.4",
"Kazakhstan","KAZ","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.05","11.21","10.4","9.84","","","","7.95","7.54","6.63","6.21","6.47","5.87","","","","5.43","","","5.37","","",
"Kenya","KEN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.34","","","","","","10.13","10.13","","","9.4","","","","","","","2.94","","","5.26","","","",
"Kyrgyz Republic","KGZ","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.27","","9.26","9.05","9.03","","9.38","9.76","6.34","6.46","5.11","4.52","4.73","3.75","3.53","2.62","3.89","4.49","4.99","4.31","",
"Cambodia","KHM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.16","0.64","","","3.11","2.31","","0.93","7.36","","","1.19","0.86","0.56","0.79","0.48","1.13","0.52","0.69","0.46","0.85","0.17","","0.52","","","",
"Kiribati","KIR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.24","","","","","34.09","","","","","5.64","","","","8.67","12.34","","",
"St. Kitts and Nevis","KNA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","12.09","","","","","","","","","","","4.87","","","","","","","","","","4.27","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","2.9","3.29","2.56","2.33","2.7","2.63","1.98","2.43","2.24","2.43","3.53","2.45","2.55","2.24","2.21","2.36","2.08","1.84","1.76","1.84","1.79","1.99","2.14","2.26","1.93","1.69","1.59","2.31","5.67","5.1","3.24","3.01","2.5","3.04","3.08","3.1","2.71","2.4","2.4","2.69","2.84","2.64","2.56","2.46","2.96","3.48","3.54","3.48","3.69","3.58","3.99","3.74","3.03",
"Kuwait","KWT","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","1.03","","","","","2.59","","","","","","","","","","","","","","","","","1.81","2.9","3.1","3.73","3.39","2.8","","","","4.9","4.4","5.83","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.07724165138452","8.1817653071025","","10.5981487062079","11.1399807597672","11.2781655152828","11.9379557390563","12.5479965035745","","11.5165372345481","11.5369648688011","11.3263571827094","10.897601721627","10.4836541462627","9.09477981451017","9.44422074487426","8.66722271159663","9.75325330830945","","8.31660534070894","7.86814363628658","7.53056764001334","7.16888125941574","7.91275078526202","9.30717762584576","9.69885395573392","9.5607989341045","9.89938997721686","12.4601954797783","11.8198127713991","9.46167197876839",
"Lao PDR","LAO","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","","","","","","","","","","1.36","","","","","0.66","","","","","","","2.75","","","","","",
"Lebanon","LBN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.51","","","10.14","","10.4","","","","","","","","","","14.31","","","",
"Liberia","LBR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","","","","1.8","","2.36","5.65","","","","","",
"Libya","LBY","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.05","","","","","","","","","","",
"St. Lucia","LCA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","22.15","20.36","19.34","23.79","25.98","20.34","20.79","","23.86","28.05","25","22.9","20.3","18.5","14.75","16.46","","20.22","21.19","23.93","","","","20.88","20.89","17.01","22.13","21.54","17.64",
"Latin America & Caribbean","LCN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.25106587909532","8.30715931603113","","10.6859370277183","11.3774908280746","11.3088919517626","11.940427532448","12.5853650751465","","11.3924338038913","12.0184821831759","11.8682698375995","11.018350320074","10.636441385289","9.24786747592572","9.413803775259","8.65482126925498","9.6843126593729","","8.2768016671057","7.84361612479533","7.50597431131095","7.16490656837162","7.87600195610633","9.01889328569008","9.44718536338106","9.50146615804428","9.81708395823532","12.3226435539665","11.7131775742157","",
"Least developed countries: UN classification","LDC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.72","","","","","","13.35","11.42","11.5","12.93","12.9","12.92","11.89","9.68","9.03","8.03","8.62","7.4","6.91","6.1","6.41","6.27","7.33","6.72","6.24","6.88","7.25","8.18","","",
"Lower middle income","LMC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99168623817077","","","","","9.19673804825129","","","","","4.69004670021249","","4.8222341547599","","","","","","6.52627785412022","6.83533391144816","6.25783505260035","6.51646292583302","",
"Low & middle income","LMY","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","","","","","46.55","","33.1","","","","","","","","","38.79","","","","","","","","","","","19.11","","","",
"Late-demographic dividend","LTE","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.94","11.86","12.06","13.61","14.1","12.78","13.2","11.07","8.53","5.61","4.33","5.63","10.52","14.52","12.91","11.57","10.48","9.22","8.16","6.65","5.68","5.41","5.49","7.69","6.61","",
"Luxembourg","LUX","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.02","3.77","4.32","3.98","3.75","2.93","2.39","2.4","2.12","2.78","3.13","4.29","4.38","4.66","3.64","4.16","3.33","3.14","2.17","3.63","4.71","7.09","5.82","6.25","4.71","6.03","6.13","5.09","6.26","5.91","6.38","5.77","7.34","6.63","5.5","5.88","5.53","6.97","5.62","",
"Latvia","LVA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.74","14.78","13.48","13.36","13.37","12.47","12.76","12.02","12.27","9.97","6.74","5.57","7.08","14.14","16.3","13.8","13.95","11.14","9.84","8.64","8.4","7.68","6.42","5.43","7.07","6.54","",
"Macao SAR, China","MAC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.73","2.4","2","2.6","3","3.6","2.6","3.3","4.4","4.6","4.4","4.5","4.7","4","3.8","3.8","2.9","2.8","2.79","2.06","2.18","1.65","1.4","1.39","1.57","1.5","1.6","1.3","1.3","2.2","","",
"St. Martin (French part)","MAF","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
